id,url,english_text,texts
vocabulary-sample-1919,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1919.mp3,"In his governing years, the country had a lot of developments.","[""در سال‌های حکومت او کشور پیشرفت‌های زیادی کرد.""]"
vocabulary-2321,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2321.mp3,"to interfere, to overlap","[""تداخل پیدا کردن""]"
vocabulary-sample-1920,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1920.mp3,The concert time interferes with the party program.,"[""ساعت کنسرت با برنامهٔ مهمانی تداخل پیدا کرد.""]"
vocabulary-2322,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2322.mp3,to leave,"[""به جای گذاشت""]"
transcript_461-1,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_461/1.mp3,A Separation,"[""جدایی نادر از سیمین""]"
transcript_461-2,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_461/2.mp3,"The movie ""A Separation"" is the Oscar Academy Award winner for Best Foreign Language Film in 2012.","[""فیلم \""جدایی نادر از سیمین\"" برندهٔ جایزهٔ اسکار بهترین فیلم خارجی زبان در سال ۲۰۱۲ است.""]"
transcript_461-3,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_461/3.mp3,"Directed by Asghar Farhadi, this film also won a Golden Globe and a Berlin Film Festival's Golden Bear award in the same year.","[""این فیلم به کارگردانی \""اصغر فرهادی\"" همچنین جوایز گلدن گلاب و خرس طلایی جشنواره برلین را نیز در همان سال دریافت کرد.""]"
transcript_461-4,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_461/4.mp3,It has also been screened in the cinemas of fourteen other countries around the world.,"[""و همچنین در سینماهای ۱۴ کشور دیگر جهان اکران شد.""]"
transcript_461-5,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_461/5.mp3,"Inside Iran, too, this movie has found many fans, but in addition to the good reactions, it was also followed by negative reflections and opinions.","[""در داخل ایران نیز این فیلم طرفداران زیادی یافت، ولی در کنار واکنش‌های مثبت، بازتاب‌ها و نظرات منفی نیز به همراه داشت.""]"
transcript_461-6,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_461/6.mp3,"The summary of its story is as follows- Simin intends to separate from her husband Nader, since he doesn't want to leave his old and sick father at home and travel overseas with Simin and their daughter.","[""خلاصهٔ داستان فیلم بدین قرار است که سیمین قصد جدایی از همسرش نادر را دارد، به دلیل اینکه نادر نمی‌خواهد پدر سالمند و بیمار خود را در خانه رها کرده همراه سیمین و دخترشان به سفر خارج از ایران برود.""]"
transcript_461-7,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_461/7.mp3,"The teenage daughter stays with her father, hoping that they'll unite again.","[""دختر نوجوانشان به امید پیوستن دوبارهٔ آنها پیش پدر خود می‌ماند.""]"
transcript_461-8,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_461/8.mp3,"Nader, who can't take care of his father by himself due to his work, employs a pregnant woman named Razieh for the job.","[""نادر که بدلیل مشغلهٔ کاری خود توانایی مراقبت از پدر را به تنهایی ندارد، زن بارداری بنام راضیه را برای این کار استخدام می‌کند.""]"
transcript_461-9,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_461/9.mp3,"Due to her financial need, Razieh accepts the job without informing her husband, but gets into trouble doing so.","[""راضیه به خاطر نیاز مالی خود، این شغل را بدون آگاهی شوهرش قبول می‌کند، ولی در انجام آن دچار سختی می‌شود.""]"
transcript_461-10,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_461/10.mp3,"One day, when she needs to leave the house for a short while, she ties the old father to the bed in order to make sure that no problems will happen.","[""یک روز که برای مدتی کوتاه مجبور به ترک خانه می‌شود، برای اطمینان از اینکه مشکلی پیش نمی‌آید، پدر سالمند را به تخت می‌بندد.""]"
transcript_461-11,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_461/11.mp3,"After returning, Nader finds his father's condition worse and has a fight with Razieh that results in the death of her child.","[""نادر پس از بازگشت حال پدر خود را ناخوش می‌بیند، و با راضیه دعوایی صورت می‌گیرد که منجر به مرگ فرزندش می‌گردد.""]"
transcript_461-12,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_461/12.mp3,"At last, Razieh's husband requests a petition for Nader, and his good image is changed for his daughter.","[""در نهایت شوهر راضیه از نادر شکایت می‌کند و تصویر ذهنی مثبت دخترش از او تغییر می‌کند.""]"
transcript_461-13,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_461/13.mp3,One of the positive points about the movie is the fact that the audience is kept in suspense until the last moment and is in a hurry to find the real person at fault.,"[""از نکات مثبتی که دربارهٔ فیلم اظهار شده، اینست که تا لحظهٔ آخر تماشاگر را در کنجکاوی و تکاپو برای یافتن مقصر اصلی نگه می‌دارد، و به اصطلاح فیلمنامهٔ هیچکاکی دارد.""]"
transcript_461-14,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_461/14.mp3,"In other words, the movie has a ""Hitchcock"" type of script. Although problems and hardships in some parts of today's Iran society are mentioned in this movie, which does not remark on the positive points of life or the good and satisfying aspects, this shouldn't be considered an absence of these aspects, and the movie shouldn't be taken as representative of the whole society of Iran.","[""هر چند در این فیلم بیشتر به سختی‌ها و مشکلات بخشی از اقشار جامعهٔ امروز ایرانی اشاره شده است، اما عدم اشاره به نکات مثبت و یا زندگی و شرایط خوب و خوش و بر وقف مراد را نباید دلیلی بر عدم وجود آنها تصور کرده، فیلم را به عنوان نمایندهٔ کل جامعهٔ ایران تلقی نمود.""]"
vocabulary-2328,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2328.mp3,"to be stated, to be mentioned, to be expressed","[""اظهار شدن""]"
vocabulary-sample-1927,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1927.mp3,All opinions were expressed during the party last night.,"[""نظرات همه در طول مهمانی دیشب اظهار شد.""]"
vocabulary-2329,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2329.mp3,curiosity,"[""کنجکاوی""]"
vocabulary-sample-1928,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1928.mp3,Curiosity is from the characteristics of a scientist.,"[""کنجکاوی از خصوصیات یک دانشمند است.""]"
vocabulary-2330,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2330.mp3,"lack, absence","[""عدم""]"
vocabulary-sample-1929,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1929.mp3,His absence resulted in his loss.,"[""عدم حضور او به ضررش تمام شد.""]"
vocabulary-2331,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2331.mp3,to take as,"[""تلقی نمودن""]"
vocabulary-sample-1930,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1930.mp3,His impression of matters is wrong.,"[""طرز تلقی کردن او از مسايل اشتباه است.""]"
vocabulary-2323,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2323.mp3,to be screened,"[""اکران شدن""]"
vocabulary-2324,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2324.mp3,reflection,"[""بازتاب""]"
vocabulary-sample-1923,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1923.mp3,The beautiful crane was watching its reflection in the river.,"[""درنای زیبا بازتاب خود را در رودخانه می نگریست.""]"
vocabulary-2325,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2325.mp3,to leave,"[""رها کردن""]"
vocabulary-sample-1924,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1924.mp3,My friend has left her career.,"[""دوستم شغل خویش را رها کرده است.""]"
vocabulary-2326,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2326.mp3,to join,"[""پیوست""]"
vocabulary-sample-1925,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1925.mp3,After graduation he joined to the music band.,"[""او پس از فارغ التحصیلی به گروه موسیقی پیوست.""]"
vocabulary-2327,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2327.mp3,financial,"[""مالی""]"
vocabulary-sample-1926,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1926.mp3,The financial matters of the company are in the hands of the new employee.,"[""امور مالی شرکت در دست کارمند جدید است.""]"
transcript_462-1,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_462/1.mp3,"Bashu, the Little Stranger","[""باشو، غریبه‌ای کوچک""]"
transcript_462-2,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_462/2.mp3,Bashu is a teenage boy from the south of Iran who has lost his family during a war.,"[""باشو، پسری نوجوان از جنوب ایران است، که در زمان جنگ خانوادهٔ خود را از دست داده است.""]"
transcript_462-3,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_462/3.mp3,"Confused and frightened by the bombs that fall around him repeatedly, he hides inside a truck and rides away with it.","[""او سرگردان و وحشتزده از بمب‌های پی در پی که اطرافش فرو می‌افتند، داخل یک ماشین باری پنهان می‌شود و به همراه آن از این مکان دور می‌شود.""]"
transcript_462-4,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_462/4.mp3,"After a while, they arrive in a green land in the north of Iran and he steps down.","[""پس از گذشت مدتی به سرزمین سرسبزی در شمال ایران می‌رسند و او پیاده می‌شود.""]"
transcript_462-5,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_462/5.mp3,"Here, a woman named Naii, together with her two children, finds him and makes him go to their home to take care of him for some time.","[""در اینجا زنی به نام \""نایی\"" به همراه دو فرزند خود او را پیدا کرده کاری می‌کند که به خانه‌اش برود تا از او برای مدتی نگهداری کند.""]"
transcript_462-6,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_462/6.mp3,"Despite Bashu being opposed and mocked by others, his different skin color, and his different dialect, Naii takes care of him kindly, just like her own kids, and is concerned by his pain and struggles.","[""با وجود مخالفت و تمسخر اطرافیان و نیز تفاوت رنگ پوست و غیر قابل فهم بودن لهجهٔ باشو، \""نایی\"" با مهربانی همانند فرزندان خود از او نیز مراقبت می‌کند و از درد و رنج او ناراحت می‌شود.""]"
transcript_462-7,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_462/7.mp3,Bashu often remembers his family and sees his family members in front of his eyes.,"[""باشو اکثراً به یاد خانوادهٔ خود می‌افتد و اعضای خانواده‌اش را در جلوی چشمان خود می‌بیند.""]"
transcript_462-8,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_462/8.mp3,"Gradually, Bashu gets used to the new place and finds some friends.","[""به تدریج باشو به مکان جدید عادت می‌کند و دوستانی پیدا می‌کند.""]"
transcript_462-9,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_462/9.mp3,He helps Naii in the workings of the house and the farm and finally is accepted as a new member of the family among all.,"[""او به نایی در کارهای خانه و مزرعه کمک می‌کند، و سرانجام به عنوان عضو جدیدی از خانواده میان همه پذیرفته می‌شود.""]"
transcript_462-10,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_462/10.mp3,"Of all the interesting and watch-worthy moments of the movie, one of the most memorable is the part where Naii and Bashu teach each other the words of their own language and dialect, and the viewer also gets to know them.","[""از لحظات جالب و دیدنی فیلم، بخشی است که نایی و باشو هر یک کلمات زبان و لهجهٔ خود را به دیگری یاد می‌دهند، و بیننده نیز با آنها آشنا می‌شود.""]"
transcript_462-11,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_462/11.mp3,"The main message of the movie, which is mentioned many times, is the fact that, despite his differences, Bashu is from the same land.","[""پیام اصلی فیلم که بارها بدان اشاره می‌شود، اینست که باشو با وجود تفاوت‌های خود، او نیز از یک سرزمین مشترک است.""]"
transcript_462-12,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_462/12.mp3,All the people are similar—one and equal despite being strangers—and all are the members of one big family.,"[""همهٔ انسان‌ها با وجود غریبگی خود، یکسان و برابرند و اعضای یک خانوادهٔ بزرگند.""]"
transcript_462-13,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_462/13.mp3,"Bashu's movie is a work from the year 1986, which was written and directed by Bahram Beizai. The original idea of this movie belongs to Susan Taslimi.","[""فیلم \""باشو\"" ساختهٔ سال ۱۳۶۵ است که توسط \""بهرام بیضایی\"" نویسندگی و کارگردانی آن صورت گرفته‌است و ایدهٔ اصلی فیلم متعلق به سوسن تسلیمی می‌باشد.""]"
transcript_462-14,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_462/14.mp3,"This movie, which has been broadcasted a few times over Iran's TV, has participated in many national and international festivals.","[""این فیلم که چندین بار نیز از تلویزیون ایران پخش شده، در جشنواره‌های خارجی و داخلی زیادی شرکت کرده‌است.""]"
vocabulary-2332,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2332.mp3,"confused, wandering","[""سرگردان""]"
vocabulary-sample-1931,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1931.mp3,"Because of not having a map, he was wandering in the way.","[""به دلیل نداشتن نقشه در راه سرگردان شد.""]"
vocabulary-2333,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2333.mp3,frightened,"[""وحشتزده""]"
vocabulary-sample-1932,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1932.mp3,The child woke up frightened.,"[""کودک، وحشتزده از خواب پرید.""]"
vocabulary-2334,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2334.mp3,"repeatedly, one after another","[""پی در پی""]"
vocabulary-sample-1933,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1933.mp3,Repeated bad events made him exhausted.,"[""حوادث بد پی در پی او را از پای در آورد.""]"
vocabulary-2335,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2335.mp3,mocking,"[""تمسخر""]"
vocabulary-sample-1934,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1934.mp3,Seeing his rival he took a mocking face.,"[""با دیدن رقیبش حالت تمسخر به خود گرفت.""]"
vocabulary-2336,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2336.mp3,"to get used to, to have the habit of","[""عادت کردن""]"
vocabulary-sample-1935,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1935.mp3,Forgetting after becoming a habit is difficult.,"[""فراموشی پس از عادت کردن، بسیار دشوار است.""]"
vocabulary-2337,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2337.mp3,to be accepted,"[""پذیرفته شدن""]"
vocabulary-sample-1936,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1936.mp3,It's not easy to be accepted at this university.,"[""پذیرفته شدن در این دانشگاه کار آسانی نیست.""]"
vocabulary-2338,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2338.mp3,land,"[""سرزمین""]"
vocabulary-sample-1937,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1937.mp3,Armenia is the land of my ancestors.,"[""سرزمین اجدادی من ارمنستان است.""]"
vocabulary-2339,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2339.mp3,stranger,"[""غریبه""]"
vocabulary-sample-1938,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1938.mp3,"Sometimes friends become strangers, and strangers become friends.","[""گاهی دوستان تبدیل به غریبه و غریبه‌ها تبدیل به دوست می‌شوند.""]"
vocabulary-2340,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2340.mp3,idea,"[""ایده""]"
vocabulary-sample-1939,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1939.mp3,I liked your idea in this case.,"[""ایدهٔ تو را در این مورد پسندیدم.""]"
vocabulary-2341,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2341.mp3,to belong,"[""متعلق بودن""]"
vocabulary-sample-1940,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1940.mp3,Does this wallet belong to you?,"[""آیا این کیف پول متعلق به شماست؟""]"
transcript_463-1,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_463/1.mp3,Tenants,"[""اجاره‌نشین‌ها""]"
transcript_463-2,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_463/2.mp3,"""Tenants"" is the story of a building that, despite being very damaged, still has tenants residing there.","[""\""اجاره‌نشین‌ها\"" داستان ساختمانی است که با وجود خرابی‌های بسیار، مستأجرین یا اجاره‌نشینانی در آن ساکنند.""]"
transcript_463-3,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_463/3.mp3,"Different parts of the building are continuously falling apart, water leaks from its pipes, and the walls have many cracks.","[""قسمت‌های مختلف ساختمان پیوسته در حال کنده شدن و ریزش است، آب از لوله‌های آن نشت می‌کند و دیوارهای آن ترک‌های بسیار دارند.""]"
transcript_463-4,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_463/4.mp3,"But the manager of the house, who is a profiteer, delays repairing them and tries to take over the house.","[""اما مباشر خانه که فردی فرصت‌طلب و سودجو است، مانع از تعمیر آنها می‌شود و سعی در تصاحب خانه دارد.""]"
transcript_463-5,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_463/5.mp3,"As a result, there are argument and fights among the characters constantly.","[""در نتیجه پیوسته بحث و مجادله میان آنها صورت می‌گیرد.""]"
transcript_463-6,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_463/6.mp3,"Throughout the story, we get to know the personalities of different residents of the house, so that each one of them is interesting and special in his or her own way,","[""در طول داستان با شخصیت ساکنین مختلف خانه آشنا می‌شویم، که هر یک به نوبهٔ خود جالب و خاصند.""]"
transcript_463-7,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_463/7.mp3,"like the young boy on a wheelchair who keeps his mother's memento as a treasure, and the man who plants a little garden of flowers and plants on the rooftop and sings Italian songs.","[""مانند پسر جوانی بر روی صندلی چرخدار که یادگاری مادرش را مانند گنجینه‌ای نگهداری می‌کند، و یا مردی که بر روی پشت بام باغچه‌ای از گل و گیاه کاشته است و آهنگ‌های ایتالیایی می‌خواند.""]"
transcript_463-8,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_463/8.mp3,"After every fight, friendship and peace are made among the residents.","[""پس از هر دعوایی که صورت می‌گیرد، یک آشتی و صلح میان آنها پدید می‌آید.""]"
transcript_463-9,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_463/9.mp3,"During one of these peace times, a long table of Iranian food is spread, and skewers of barbecue are prepared and brought to the table, all of which shows the warm and friendly hospitality of Iranians.","[""در هنگام یکی از این آشتی‌ها سفره‌ای طولانی از انواع غذاهای ایرانی پهن می‌شود و کباب‌هایی به سیخ کشیده آماده می‌شوند و سر سفره می‌آورند، که همهٔ اینها اشاره به مهمان‌نوازی گرم و صمیمانهٔ ایرانیان دارد.""]"
transcript_463-10,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_463/10.mp3,"Of course, the fights start over again afterwards.","[""البته پس از آن دوباره دعوا از سر گرفته می‌شود.""]"
transcript_463-11,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_463/11.mp3,"Finally, when these problems grow to their highest point, the house collapses on the heads of its residents.","[""و سرانجام با اوج گرفتن این مشکلات، خانه بر سر ساکنانش فرو می‌ریزد.""]"
transcript_463-12,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_463/12.mp3,"Dariush Mehrjui directed the movie ""Tenants"" in the year 1986,","[""فیلم \""اجاره‌نشین‌ها\"" را داریوش مهرجویی در سال ۱۳۶۵ کارگردانی کرده‌است.""]"
transcript_463-13,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_463/13.mp3,"and, as expected, it was a candidate and the winner of some awards in the fifth international Fajr Film Festival.","[""و طبق انتظار نامزد و برندهٔ جوایزی از پنجمین جشنوارهٔ بین‌المللی فیلم فجر بوده‌است.""]"
vocabulary-2342,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2342.mp3,tenant,"[""مستأجر""]"
vocabulary-sample-1941,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1941.mp3,The second floor tenant moved out last week.,"[""مستأجر طبقهٔ دوم هفتهٔ قبل نقل مکان کرد.""]"
vocabulary-2343,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2343.mp3,to leak,"[""نشت کردن""]"
vocabulary-sample-1942,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1942.mp3,Heater gas leaking caused the deaths of four people.,"[""نشت کردن گاز بخاری باعث مرگ ۴ نفر شد.""]"
vocabulary-2345,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2345.mp3,"profiteer, opportunist","[""فرصت‌طلب""]"
vocabulary-sample-1944,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1944.mp3,No one loves him because he is a profiteer.,"[""کسی او را دوست ندارد چون او شخص فرصت‌طلبی است.""]"
vocabulary-2346,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2346.mp3,repairing,"[""تعمیر""]"
vocabulary-sample-1945,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1945.mp3,Today repairing electric devices have lost their popularity.,"[""امروزه تعمیر وسایل برقی رونق خود را از دست داده است.""]"
vocabulary-2347,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2347.mp3,"takeover, owning forcefully","[""تصاحب""]"
vocabulary-sample-1946,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1946.mp3,He had a lot of trouble to takeover this position.,"[""برای تصاحب این مقام زحمت زیادی کشید.""]"
vocabulary-2348,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2348.mp3,wheelchair,"[""صندلی چرخدار""]"
vocabulary-sample-1947,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1947.mp3,After the car accident she sits on a wheelchair.,"[""پس از حادثهٔ تصادف اتومبیل روی صندلی چرخدار می‌نشیند.""]"
vocabulary-2349,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2349.mp3,hospitality,"[""مهمان‌نوازی""]"
vocabulary-sample-1948,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1948.mp3,Iranian's hospitality is known all over the world.,"[""مهمان‌نوازی ایرانیان در همهٔ دنیا مشهور است.""]"
vocabulary-2350,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2350.mp3,friendly,"[""صمیمانه""]"
vocabulary-sample-1949,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1949.mp3,I sincerely thank you from the bottom of my heart.,"[""صمیمانه و از ته دل از شما متشکرم.""]"
vocabulary-2351,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/2351.mp3,to rise to maximum,"[""اوج گرفت""]"
vocabulary-sample-1950,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1950.mp3,My kite went the highest in the race.,"[""در مسابقه بادبادک من بیشتر از همه اوج گرفت.""]"
transcript_467-1,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_467/1.mp3,The Cow,"[""گاو""]"
transcript_467-2,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_467/2.mp3,"""The Cow"" movie is another famous work by Dariush Mehrjui in the year 1969, which is considered powerful due to the message that it contains within itself.","[""فیلم \""گاو\"" اثر معروف دیگری از داریوش مهرجویی در سال ۱۳۴۸ می‌باشد، که به دلیل پیامی که در خود دارد بسیار مورد توجه قرار گرفته است.""]"
transcript_467-3,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_467/3.mp3,"In this movie, a village man named Mash Hasan owns a cow that is known to be all his life and hope.","[""در این فیلم یک مرد روستایی به نام مش حسن صاحب گاوی است که همهٔ زندگی و امید او به شمار می‌رود.""]"
transcript_467-4,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_467/4.mp3,"He really loves his cow, so much so that when he loses it one day, he goes insane and imagines himself as a cow.","[""او گاو خود را بسیار دوست دارد، تا جایی که وقتی روزی آن را از دست می دهد، دیوانه شده خود را گاو می‌پندارد.""]"
transcript_467-5,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_467/5.mp3,"He drowns in the thought of the cow with all his existence and somehow reaches a kind of ""self loss.""","[""او با همهٔ وجود خود در فکر گاو غرق شده به نوعی به خود باختگی می‌رسد.""]"
transcript_467-6,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_467/6.mp3,"In this story, his wife and the rest of the villagers accompany him.","[""در این داستان همسر او و بقیه روستاییان او را همراهی می‌کنند.""]"
transcript_467-7,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_467/7.mp3,"They try to rescue him, but, still in the role of his cow, he falls down into a valley.","[""آنان در صدد نجات او بر می‌آیند ولی او همچنان در نقش گاو خود به درون دره‌ای سقوط می‌کند.""]"
transcript_467-8,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_467/8.mp3,Mash Hasan is the symbol of all the people like him who are at a self loss in today's societies.,"[""مش حسن نماد همهٔ افراد خودباختهٔ شبیه خود است که در جوامع امروزی وجود دارند.""]"
transcript_467-9,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_467/9.mp3,"Also, in this story, the cow is valued and honored as a mute, exploited creature that provides all the needs of its surroundings without any objections or expectations.","[""در این داستان همچنین به گاو به عنوان موجود بی زبانی تحت استثمار که همهٔ نیازهای اطرافیان خود را بدون اعتراض یا انتظاری برآورده می‌کند، احترام و ارج نهاده می‌شود.""]"
transcript_467-10,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_467/10.mp3,"""The Cow"" movie has attracted the attention of many cinema critics through the present day, and in different times, it has been known and introduced as one of the best of Iran's cinema by different people.","[""فیلم گاو تاکنون نظر بسیاری از منتقدان سینما را به سوی خود جلب کرده است، و در زمان‌های مختلف توسط اشخاص متفاوت به عنوان یکی از بهترین‌های سینمای ایران شناخته و معرفی شده است.""]"
transcript_467-11,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_467/11.mp3,"Also, this movie, which was made in the old black and white style, has been shown at multiple festivals, such as the Cannes, Berlin, Moscow, London, and Los Angeles festivals.","[""همچنین این فیلم که به سبک قدیمی و سیاه و سفید ساخته شده است، در جشنواره‌های متعددی از جمله جشنوارهٔ کن، برلین، مسکو، لندن و لس‌آنجلس به نمایش در آمده است.""]"
transcript_467-12,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_467/12.mp3,"Also, some space has been dedicated to it in school textbooks.","[""در کتب درسی مدارس نیز متونی به آن اختصاص داده شده‌اند.""]"
